"year","round","date","time","region","venue","hteam","ateam","hscore","ascore"
2018,11,2018-06-02,"19:25:00","VIC","M.C.G.","Essendon","Richmond",43,114
2018,11,2018-06-02,"16:35:00","QLD","Carrara","Gold Coast","Geelong",36,121
2018,11,2018-06-02,"14:10:00","TAS","University of Tasmania Stadium","Hawthorn","Port Adelaide",64,61
2018,11,2018-06-03,"13:10:00","VIC","Docklands","North Melbourne","Brisbane Lions",141,87
2018,11,2018-06-01,"19:50:00","NSW","S.C.G.","Sydney","Carlton",91,61
2018,11,2018-06-02,"18:10:00","WA","Optus Stadium","West Coast","St Kilda",101,88
2018,11,2018-06-02,"13:45:00","VIC","Docklands","Western Bulldogs","Melbourne",51,100
2018,12,2018-06-10,"13:10:00","QLD","Gabba","Brisbane Lions","Essendon",62,84
2018,12,2018-06-10,"14:40:00","WA","Optus Stadium","Fremantle","Adelaide",71,68
2018,12,2018-06-09,"13:45:00","VIC","GMHBA Stadium","Geelong","North Melbourne",96,59
2018,12,2018-06-09,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",134,26
2018,12,2018-06-11,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",91,133
2018,12,2018-06-08,"19:20:00","SA","Adelaide Oval","Port Adelaide","Richmond",72,58
2018,12,2018-06-09,"19:25:00","VIC","Docklands","St Kilda","Sydney",55,126
2018,13,2018-06-16,"13:45:00","VIC","Docklands","Carlton","Fremantle",46,103
2018,13,2018-06-17,"15:20:00","VIC","M.C.G.","Geelong","Richmond",65,83
2018,13,2018-06-16,"16:35:00","QLD","Carrara","Gold Coast","St Kilda",78,80
2018,13,2018-06-16,"19:25:00","VIC","M.C.G.","Hawthorn","Adelaide",88,32
2018,13,2018-06-14,"19:20:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",132,75
2018,13,2018-06-15,"19:50:00","NSW","S.C.G.","Sydney","West Coast",72,57
2018,14,2018-06-23,"16:35:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",82,109
2018,14,2018-06-24,"15:20:00","VIC","M.C.G.","Collingwood","Carlton",79,59
2018,14,2018-06-23,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Gold Coast",96,43
2018,14,2018-06-22,"19:20:00","SA","Adelaide Oval","Port Adelaide","Melbourne",75,65
2018,14,2018-06-21,"18:10:00","WA","Optus Stadium","West Coast","Essendon",52,80
2018,14,2018-06-23,"19:25:00","VIC","Docklands","Western Bulldogs","North Melbourne",75,77
2018,15,2018-06-30,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",88,78
2018,15,2018-06-30,"13:45:00","VIC","M.C.G.","Carlton","Port Adelaide",69,90
2018,15,2018-07-01,"15:20:00","VIC","Docklands","Essendon","North Melbourne",125,108
2018,15,2018-07-01,"14:40:00","WA","Optus Stadium","Fremantle","Brisbane Lions",64,119
2018,15,2018-06-30,"19:25:00","QLD","Carrara","Gold Coast","Collingwood",60,99
2018,15,2018-06-30,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",95,84
2018,15,2018-07-01,"13:10:00","VIC","M.C.G.","Melbourne","St Kilda",117,119
2018,15,2018-06-28,"19:20:00","VIC","Docklands","Richmond","Sydney",93,67
2018,15,2018-06-29,"19:50:00","VIC","Docklands","Western Bulldogs","Geelong",103,101
2018,16,2018-07-07,"13:45:00","QLD","Gabba","Brisbane Lions","Carlton",120,55
2018,16,2018-07-08,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",62,78
2018,16,2018-07-07,"19:10:00","NT","Marrara Oval","Melbourne","Fremantle",102,48
2018,16,2018-07-08,"13:10:00","VIC","Docklands","North Melbourne","Gold Coast",95,58
2018,16,2018-07-07,"16:05:00","SA","Adelaide Oval","Port Adelaide","St Kilda",86,50
2018,16,2018-07-06,"19:50:00","VIC","M.C.G.","Richmond","Adelaide",103,56
2018,16,2018-07-05,"19:20:00","NSW","S.C.G.","Sydney","Geelong",59,71
2018,16,2018-07-08,"14:40:00","WA","Optus Stadium","West Coast","Greater Western Sydney",86,75
2018,16,2018-07-07,"19:25:00","VIC","Docklands","Western Bulldogs","Hawthorn",59,122
2018,17,2018-07-12,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",112,97
2018,17,2018-07-15,"13:10:00","VIC","M.C.G.","Collingwood","West Coast",67,102
2018,17,2018-07-15,"14:40:00","WA","Optus Stadium","Fremantle","Port Adelaide",59,50
2018,17,2018-07-14,"19:25:00","QLD","Carrara","Gold Coast","Essendon",51,95
2018,17,2018-07-14,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",79,77
2018,17,2018-07-14,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",65,98
2018,17,2018-07-14,"16:35:00","VIC","M.C.G.","Melbourne","Western Bulldogs",119,69
2018,17,2018-07-15,"15:20:00","VIC","Docklands","North Melbourne","Sydney",98,104
2018,17,2018-07-13,"19:50:00","VIC","Docklands","St Kilda","Carlton",116,52
2018,18,2018-07-21,"19:25:00","QLD","Gabba","Brisbane Lions","Adelaide",88,93
2018,18,2018-07-22,"13:10:00","VIC","Docklands","Carlton","Hawthorn",52,124
2018,18,2018-07-21,"13:45:00","VIC","M.C.G.","Collingwood","North Melbourne",130,64
2018,18,2018-07-21,"16:35:00","VIC","Docklands","Essendon","Fremantle",99,70
2018,18,2018-07-21,"19:25:00","VIC","GMHBA Stadium","Geelong","Melbourne",100,98
2018,18,2018-07-22,"16:10:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",58,80
2018,18,2018-07-20,"19:50:00","VIC","Docklands","St Kilda","Richmond",57,111
2018,18,2018-07-21,"14:10:00","NSW","S.C.G.","Sydney","Gold Coast",64,88
2018,18,2018-07-22,"13:20:00","WA","Optus Stadium","West Coast","Western Bulldogs",100,46
2018,19,2018-07-28,"19:10:00","SA","Adelaide Oval","Adelaide","Melbourne",77,90
2018,19,2018-07-27,"19:50:00","VIC","Docklands","Essendon","Sydney",109,66
2018,19,2018-07-29,"14:40:00","WA","Optus Stadium","Fremantle","Hawthorn",53,112
2018,19,2018-07-28,"14:10:00","VIC","GMHBA Stadium","Geelong","Brisbane Lions",120,78
2018,19,2018-07-28,"19:25:00","QLD","Carrara","Gold Coast","Carlton",44,79
2018,19,2018-07-28,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","St Kilda",86,61
2018,19,2018-07-29,"13:10:00","TAS","Bellerive Oval","North Melbourne","West Coast",81,41
2018,19,2018-07-28,"13:45:00","VIC","M.C.G.","Richmond","Collingwood",105,77
2018,19,2018-07-29,"15:20:00","VIC","Mars Stadium","Western Bulldogs","Port Adelaide",34,78
2018,20,2018-08-04,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",96,93
2018,20,2018-08-04,"14:10:00","QLD","Gabba","Brisbane Lions","North Melbourne",104,107
2018,20,2018-08-05,"13:10:00","VIC","Docklands","Carlton","Greater Western Sydney",46,151
2018,20,2018-08-04,"13:45:00","VIC","M.C.G.","Hawthorn","Essendon",107,103
2018,20,2018-08-05,"15:20:00","VIC","M.C.G.","Melbourne","Gold Coast",143,47
2018,20,2018-08-03,"19:50:00","VIC","M.C.G.","Richmond","Geelong",85,82
2018,20,2018-08-04,"19:25:00","VIC","Docklands","St Kilda","Western Bulldogs",68,103
2018,20,2018-08-04,"19:25:00","NSW","S.C.G.","Sydney","Collingwood",73,71
2018,20,2018-08-05,"14:40:00","WA","Optus Stadium","West Coast","Fremantle",142,84
2018,21,2018-08-11,"19:25:00","VIC","Docklands","Collingwood","Brisbane Lions",104,73
2018,21,2018-08-10,"19:50:00","VIC","Docklands","Essendon","St Kilda",122,79
2018,21,2018-08-12,"14:40:00","WA","Optus Stadium","Fremantle","Carlton",101,72
2018,21,2018-08-11,"14:10:00","QLD","Carrara","Gold Coast","Richmond",51,125
2018,21,2018-08-11,"19:25:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Adelaide",106,92
2018,21,2018-08-11,"13:45:00","VIC","M.C.G.","Hawthorn","Geelong",71,60
2018,21,2018-08-12,"15:20:00","VIC","M.C.G.","Melbourne","Sydney",78,87
2018,21,2018-08-12,"13:10:00","VIC","Docklands","North Melbourne","Western Bulldogs",85,92
2018,21,2018-08-11,"16:05:00","SA","Adelaide Oval","Port Adelaide","West Coast",58,62
2018,22,2018-08-19,"16:10:00","SA","Adelaide Oval","Adelaide","North Melbourne",86,77
2018,22,2018-08-19,"13:10:00","VIC","Docklands","Carlton","Western Bulldogs",49,66
2018,22,2018-08-18,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",115,64
2018,22,2018-08-18,"14:10:00","VIC","GMHBA Stadium","Geelong","Fremantle",158,25
2018,22,2018-08-18,"19:25:00","QLD","Carrara","Gold Coast","Brisbane Lions",74,78
2018,22,2018-08-18,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",60,80
2018,22,2018-08-17,"19:50:00","VIC","M.C.G.","Richmond","Essendon",81,73
2018,22,2018-08-18,"19:25:00","VIC","Docklands","St Kilda","Hawthorn",76,80
2018,22,2018-08-19,"13:20:00","WA","Optus Stadium","West Coast","Melbourne",91,108
2018,23,2018-08-26,"13:10:00","QLD","Gabba","Brisbane Lions","West Coast",72,98
2018,23,2018-08-25,"19:25:00","VIC","Docklands","Carlton","Adelaide",61,165
2018,23,2018-08-25,"14:35:00","WA","Optus Stadium","Fremantle","Collingwood",67,76
2018,23,2018-08-25,"13:45:00","VIC","GMHBA Stadium","Geelong","Gold Coast",142,40
2018,23,2018-08-26,"15:20:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",102,57
2018,23,2018-08-24,"19:20:00","SA","Adelaide Oval","Port Adelaide","Essendon",89,111
2018,23,2018-08-25,"14:10:00","VIC","M.C.G.","Richmond","Western Bulldogs",98,95
2018,23,2018-08-26,"16:40:00","VIC","Docklands","St Kilda","North Melbourne",94,117
2018,23,2018-08-25,"19:25:00","NSW","S.C.G.","Sydney","Hawthorn",74,83
2018,24,2018-09-07,"19:50:00","VIC","M.C.G.","Melbourne","Geelong",75,46
2018,24,2018-09-06,"19:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,64
2018,24,2018-09-08,"16:20:00","NSW","S.C.G.","Sydney","Greater Western Sydney",30,79
2018,24,2018-09-08,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",86,70
2018,25,2018-09-15,"19:25:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",69,59
2018,25,2018-09-14,"19:50:00","VIC","M.C.G.","Hawthorn","Melbourne",71,104
2018,26,2018-09-21,"19:50:00","VIC","M.C.G.","Richmond","Collingwood",58,97
2018,26,2018-09-22,"13:20:00","WA","Perth Stadium","West Coast","Melbourne",121,55
2018,27,2018-09-29,"14:30:00","VIC","M.C.G.","West Coast","Collingwood",79,74
2019,1,2019-03-23,"16:05:00","SA","Adelaide Oval","Adelaide","Hawthorn",55,87
2019,1,2019-03-23,"19:20:00","QLD","Gabba","Brisbane Lions","West Coast",102,58
2019,1,2019-03-21,"19:20:00","VIC","M.C.G.","Carlton","Richmond",64,97
2019,1,2019-03-22,"19:50:00","VIC","M.C.G.","Collingwood","Geelong",65,72
2019,1,2019-03-24,"15:20:00","WA","Perth Stadium","Fremantle","North Melbourne",141,59
2019,1,2019-03-24,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",112,40
2019,1,2019-03-23,"13:45:00","VIC","M.C.G.","Melbourne","Port Adelaide",61,87
2019,1,2019-03-24,"13:10:00","VIC","Marvel Stadium","St Kilda","Gold Coast",85,84
2019,1,2019-03-23,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Sydney",82,65
2019,2,2019-03-30,"16:35:00","VIC","Marvel Stadium","Essendon","St Kilda",65,76
2019,2,2019-03-30,"19:25:00","VIC","Kardinia Park","Geelong","Melbourne",126,46
2019,2,2019-03-31,"15:40:00","QLD","Carrara","Gold Coast","Fremantle",61,58
2019,2,2019-03-31,"15:20:00","VIC","M.C.G.","Hawthorn","Western Bulldogs",87,106
2019,2,2019-03-31,"13:10:00","VIC","Marvel Stadium","North Melbourne","Brisbane Lions",87,107
2019,2,2019-03-30,"16:40:00","SA","Adelaide Oval","Port Adelaide","Carlton",88,72
2019,2,2019-03-28,"19:20:00","VIC","M.C.G.","Richmond","Collingwood",66,110
2019,2,2019-03-29,"19:50:00","NSW","S.C.G.","Sydney","Adelaide",62,88
2019,2,2019-03-30,"17:10:00","WA","Perth Stadium","West Coast","Greater Western Sydney",104,52
2019,3,2019-04-04,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",75,99
2019,3,2019-04-06,"18:25:00","QLD","Gabba","Brisbane Lions","Port Adelaide",107,90
2019,3,2019-04-06,"13:45:00","VIC","Marvel Stadium","Carlton","Sydney",74,93
2019,3,2019-04-06,"19:25:00","VIC","M.C.G.","Collingwood","West Coast",76,98
2019,3,2019-04-07,"15:20:00","WA","Perth Stadium","Fremantle","St Kilda",71,66
2019,3,2019-04-06,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",125,76
2019,3,2019-04-07,"15:20:00","VIC","M.C.G.","Hawthorn","North Melbourne",87,71
2019,3,2019-04-05,"19:50:00","VIC","M.C.G.","Melbourne","Essendon",112,130
2019,3,2019-04-07,"14:20:00","VIC","Marvel Stadium","Western Bulldogs","Gold Coast",68,73
2019,4,2019-04-12,"19:50:00","VIC","M.C.G.","Collingwood","Western Bulldogs",78,64
2019,4,2019-04-13,"14:10:00","VIC","M.C.G.","Essendon","Brisbane Lions",112,65
2019,4,2019-04-13,"13:45:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",75,79
2019,4,2019-04-14,"14:40:00","QLD","Carrara","Gold Coast","Carlton",59,57
2019,4,2019-04-13,"19:25:00","VIC","Marvel Stadium","North Melbourne","Adelaide",71,59
2019,4,2019-04-13,"16:05:00","SA","Adelaide Oval","Port Adelaide","Richmond",92,99
2019,4,2019-04-14,"15:20:00","VIC","Marvel Stadium","St Kilda","Hawthorn",74,69
2019,4,2019-04-11,"19:20:00","NSW","S.C.G.","Sydney","Melbourne",78,100
2019,4,2019-04-13,"18:10:00","WA","Perth Stadium","West Coast","Fremantle",69,56
2019,5,2019-04-21,"16:10:00","SA","Adelaide Oval","Adelaide","Gold Coast",119,46
2019,5,2019-04-18,"19:35:00","QLD","Gabba","Brisbane Lions","Collingwood",61,123
2019,5,2019-04-20,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","Fremantle",82,106
2019,5,2019-04-22,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",90,113
2019,5,2019-04-20,"16:35:00","VIC","M.C.G.","Melbourne","St Kilda",55,95
2019,5,2019-04-19,"16:20:00","VIC","Marvel Stadium","North Melbourne","Essendon",58,116
2019,5,2019-04-20,"19:25:00","VIC","Marvel Stadium","Richmond","Sydney",89,67
2019,5,2019-04-19,"18:10:00","WA","Perth Stadium","West Coast","Port Adelaide",53,95
2019,5,2019-04-21,"13:10:00","VIC","Marvel Stadium","Western Bulldogs","Carlton",57,101
2019,6,2019-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",69,73
2019,6,2019-04-27,"18:10:00","WA","Perth Stadium","Fremantle","Western Bulldogs",88,69
2019,6,2019-04-28,"16:40:00","VIC","Kardinia Park","Geelong","West Coast",104,46
2019,6,2019-04-27,"13:45:00","QLD","Carrara","Gold Coast","Brisbane Lions",62,111
2019,6,2019-04-28,"15:20:00","TAS","York Park","Hawthorn","Carlton",93,88
2019,6,2019-04-26,"19:20:00","SA","Adelaide Oval","Port Adelaide","North Melbourne",88,72
2019,6,2019-04-24,"19:35:00","VIC","M.C.G.","Richmond","Melbourne",85,42
2019,6,2019-04-27,"16:35:00","VIC","Marvel Stadium","St Kilda","Adelaide",68,97
2019,6,2019-04-27,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",79,120
2019,7,2019-05-05,"16:10:00","SA","Adelaide Oval","Adelaide","Fremantle",51,34
2019,7,2019-05-04,"16:35:00","QLD","Gabba","Brisbane Lions","Sydney",103,81
2019,7,2019-05-05,"13:10:00","VIC","Marvel Stadium","Carlton","North Melbourne",62,120
2019,7,2019-05-03,"19:50:00","VIC","Marvel Stadium","Collingwood","Port Adelaide",108,69
2019,7,2019-05-05,"15:20:00","VIC","M.C.G.","Geelong","Essendon",86,54
2019,7,2019-05-04,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","St Kilda",114,70
2019,7,2019-05-04,"13:45:00","VIC","M.C.G.","Melbourne","Hawthorn",79,74
2019,7,2019-05-04,"18:10:00","WA","Perth Stadium","West Coast","Gold Coast",80,57
2019,7,2019-05-04,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Richmond",99,52
2019,8,2019-05-11,"13:45:00","VIC","M.C.G.","Carlton","Collingwood",87,106
2019,8,2019-05-12,"15:20:00","WA","Perth Stadium","Fremantle","Richmond",86,111
2019,8,2019-05-11,"16:35:00","QLD","Carrara","Gold Coast","Melbourne",60,61
2019,8,2019-05-12,"15:20:00","VIC","M.C.G.","Hawthorn","Greater Western Sydney",71,38
2019,8,2019-05-12,"13:10:00","VIC","Marvel Stadium","North Melbourne","Geelong",80,104
2019,8,2019-05-11,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",68,88
2019,8,2019-05-11,"19:25:00","VIC","Marvel Stadium","St Kilda","West Coast",70,88
2019,8,2019-05-10,"19:50:00","NSW","S.C.G.","Sydney","Essendon",77,72
2019,8,2019-05-11,"13:45:00","VIC","Eureka Stadium","Western Bulldogs","Brisbane Lions",92,76
2019,9,2019-05-18,"14:10:00","QLD","Gabba","Brisbane Lions","Adelaide",93,92
2019,9,2019-05-18,"13:45:00","VIC","M.C.G.","Collingwood","St Kilda",112,71
2019,9,2019-05-18,"19:25:00","VIC","Marvel Stadium","Essendon","Fremantle",60,53
2019,9,2019-05-18,"16:35:00","VIC","Kardinia Park","Geelong","Western Bulldogs",133,89
2019,9,2019-05-19,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",138,45
2019,9,2019-05-18,"19:25:00","TAS","Bellerive Oval","North Melbourne","Sydney",72,77
2019,9,2019-05-19,"12:40:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",89,51
2019,9,2019-05-19,"15:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,59
2019,9,2019-05-17,"18:10:00","WA","Perth Stadium","West Coast","Melbourne",85,69
2019,10,2019-05-25,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",73,85
2019,10,2019-05-26,"15:20:00","WA","Perth Stadium","Fremantle","Brisbane Lions",73,72
2019,10,2019-05-25,"19:25:00","QLD","Carrara","Gold Coast","Geelong",64,91
2019,10,2019-05-25,"13:45:00","TAS","York Park","Hawthorn","Port Adelaide",80,49
2019,10,2019-05-26,"13:10:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",68,94
2019,10,2019-05-25,"19:25:00","VIC","M.C.G.","Richmond","Essendon",73,50
2019,10,2019-05-26,"15:20:00","VIC","Marvel Stadium","St Kilda","Carlton",68,55
2019,10,2019-05-24,"19:50:00","NSW","S.C.G.","Sydney","Collingwood",73,80
2019,10,2019-05-25,"14:10:00","VIC","Marvel Stadium","Western Bulldogs","North Melbourne",90,115
2019,11,2019-06-01,"19:25:00","QLD","Gabba","Brisbane Lions","Hawthorn",85,66
2019,11,2019-06-01,"13:45:00","VIC","M.C.G.","Collingwood","Fremantle",75,79
2019,11,2019-06-02,"15:20:00","VIC","M.C.G.","Essendon","Carlton",74,33
2019,11,2019-06-01,"16:35:00","VIC","Kardinia Park","Geelong","Sydney",85,63
2019,11,2019-06-01,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",126,43
2019,11,2019-06-01,"19:10:00","NT","Marrara Oval","Melbourne","Adelaide",88,90
2019,11,2019-05-31,"19:50:00","VIC","Marvel Stadium","North Melbourne","Richmond",99,62
2019,11,2019-06-02,"12:40:00","CHN","Jiangwan Stadium","St Kilda","Port Adelaide",69,139
2019,11,2019-06-02,"15:20:00","WA","Perth Stadium","West Coast","Western Bulldogs",133,72
2019,12,2019-06-08,"19:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",82,61
2019,12,2019-06-08,"13:45:00","VIC","Marvel Stadium","Carlton","Brisbane Lions",78,63
2019,12,2019-06-10,"15:20:00","VIC","M.C.G.","Collingwood","Melbourne",98,57
2019,12,2019-06-08,"16:35:00","QLD","Carrara","Gold Coast","North Melbourne",72,99
2019,12,2019-06-07,"19:50:00","VIC","M.C.G.","Richmond","Geelong",37,104
2019,12,2019-06-09,"15:20:00","NSW","S.C.G.","Sydney","West Coast",116,71
2019,13,2019-06-13,"19:20:00","SA","Adelaide Oval","Adelaide","Richmond",101,68
2019,13,2019-06-15,"19:25:00","VIC","Marvel Stadium","Carlton","Western Bulldogs",100,103
2019,13,2019-06-14,"19:50:00","VIC","Marvel Stadium","Essendon","Hawthorn",96,77
2019,13,2019-06-15,"14:35:00","WA","Perth Stadium","Fremantle","Port Adelaide",100,79
2019,13,2019-06-15,"13:45:00","QLD","Riverway Stadium","Gold Coast","St Kilda",76,80
2019,13,2019-06-16,"15:20:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",68,91
2019,14,2019-06-22,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",85,71
2019,14,2019-06-22,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",67,56
2019,14,2019-06-22,"16:35:00","VIC","Marvel Stadium","St Kilda","Brisbane Lions",59,115
2019,14,2019-06-21,"19:50:00","NSW","S.C.G.","Sydney","Hawthorn",82,63
2019,14,2019-06-20,"18:10:00","WA","Perth Stadium","West Coast","Essendon",106,71
2019,14,2019-06-23,"15:20:00","VIC","Marvel Stadium","Western Bulldogs","Collingwood",73,82
2019,15,2019-06-30,"15:20:00","QLD","Gabba","Brisbane Lions","Melbourne",107,74
2019,15,2019-06-29,"19:25:00","VIC","Marvel Stadium","Collingwood","North Melbourne",37,81
2019,15,2019-06-27,"19:20:00","VIC","Marvel Stadium","Essendon","Greater Western Sydney",77,71
2019,15,2019-06-30,"15:20:00","WA","Perth Stadium","Fremantle","Carlton",75,79
2019,15,2019-06-28,"19:50:00","VIC","Kardinia Park","Geelong","Adelaide",96,69
2019,15,2019-06-29,"13:45:00","VIC","M.C.G.","Hawthorn","West Coast",71,77
2019,15,2019-06-29,"19:10:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",41,66
2019,15,2019-06-30,"13:10:00","VIC","Marvel Stadium","St Kilda","Richmond",70,103
2019,15,2019-06-29,"16:35:00","NSW","S.C.G.","Sydney","Gold Coast",93,51
2019,16,2019-07-06,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",44,101
2019,16,2019-07-07,"13:10:00","VIC","M.C.G.","Carlton","Melbourne",100,105
2019,16,2019-07-06,"13:45:00","VIC","M.C.G.","Essendon","Sydney",76,66
2019,16,2019-07-06,"18:10:00","WA","Perth Stadium","Fremantle","West Coast",31,122
2019,16,2019-07-06,"14:10:00","QLD","Carrara","Gold Coast","Richmond",58,150
2019,16,2019-07-07,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Brisbane Lions",74,94
2019,16,2019-07-05,"19:50:00","VIC","M.C.G.","Hawthorn","Collingwood",67,63
2019,16,2019-07-07,"15:20:00","TAS","Bellerive Oval","North Melbourne","St Kilda",112,73
2019,16,2019-07-06,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Geelong",71,55
2019,17,2019-07-13,"16:35:00","VIC","Marvel Stadium","Essendon","North Melbourne",86,81
2019,17,2019-07-13,"19:25:00","VIC","Kardinia Park","Geelong","St Kilda",84,57
2019,17,2019-07-13,"19:25:00","QLD","Carrara","Gold Coast","Adelaide",56,151
2019,17,2019-07-13,"14:10:00","TAS","York Park","Hawthorn","Fremantle",84,53
2019,17,2019-07-14,"16:10:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",49,97
2019,17,2019-07-14,"13:10:00","VIC","M.C.G.","Richmond","Greater Western Sydney",94,67
2019,17,2019-07-13,"13:45:00","NSW","S.C.G.","Sydney","Carlton",62,69
2019,17,2019-07-12,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",77,78
2019,17,2019-07-14,"15:20:00","VIC","Marvel Stadium","Western Bulldogs","Melbourne",74,66
2019,18,2019-07-19,"19:20:00","SA","Adelaide Oval","Adelaide","Essendon",75,96
2019,18,2019-07-20,"19:25:00","QLD","Gabba","Brisbane Lions","North Melbourne",87,75
2019,18,2019-07-20,"14:10:00","VIC","Marvel Stadium","Carlton","Gold Coast",99,75
2019,18,2019-07-20,"18:10:00","WA","Perth Stadium","Fremantle","Sydney",52,51
2019,18,2019-07-21,"13:10:00","VIC","M.C.G.","Geelong","Hawthorn",61,85
2019,18,2019-07-20,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",122,75
2019,18,2019-07-21,"14:50:00","NT","Traeger Park","Melbourne","West Coast",78,91
2019,18,2019-07-20,"13:45:00","VIC","M.C.G.","Richmond","Port Adelaide",101,63
2019,18,2019-07-21,"16:40:00","VIC","Marvel Stadium","St Kilda","Western Bulldogs",116,89
2019,19,2019-07-27,"14:10:00","VIC","M.C.G.","Carlton","Adelaide",87,60
2019,19,2019-07-26,"19:50:00","VIC","M.C.G.","Collingwood","Richmond",66,98
2019,19,2019-07-28,"16:40:00","QLD","Carrara","Gold Coast","Essendon",96,106
2019,19,2019-07-27,"13:45:00","TAS","York Park","Hawthorn","Brisbane Lions",60,87
2019,19,2019-07-27,"19:10:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",55,56
2019,19,2019-07-27,"19:25:00","VIC","Marvel Stadium","St Kilda","Melbourne",104,85
2019,19,2019-07-28,"15:20:00","NSW","S.C.G.","Sydney","Geelong",80,107
2019,19,2019-07-27,"14:35:00","WA","Perth Stadium","West Coast","North Melbourne",121,72
2019,19,2019-07-28,"13:10:00","VIC","Marvel Stadium","Western Bulldogs","Fremantle",113,66
2019,20,2019-08-03,"19:10:00","SA","Adelaide Oval","Adelaide","St Kilda",92,70
2019,20,2019-08-04,"16:40:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",98,80
2019,20,2019-08-04,"15:20:00","VIC","Marvel Stadium","Carlton","West Coast",75,99
2019,20,2019-08-04,"13:10:00","VIC","M.C.G.","Collingwood","Gold Coast",120,51
2019,20,2019-08-03,"13:45:00","VIC","Marvel Stadium","Essendon","Port Adelaide",67,126
2019,20,2019-08-03,"14:35:00","WA","Perth Stadium","Fremantle","Geelong",95,61
2019,20,2019-08-03,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",83,81
2019,20,2019-08-03,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",60,93
2019,20,2019-08-02,"19:50:00","VIC","Marvel Stadium","North Melbourne","Hawthorn",86,64
2019,21,2019-08-10,"16:35:00","QLD","Gabba","Brisbane Lions","Gold Coast",144,53
2019,21,2019-08-10,"19:25:00","VIC","Marvel Stadium","Essendon","Western Bulldogs",33,137
2019,21,2019-08-10,"19:25:00","VIC","Kardinia Park","Geelong","North Melbourne",69,14
2019,21,2019-08-09,"19:50:00","ACT","Manuka Oval","Greater Western Sydney","Hawthorn",29,85
2019,21,2019-08-10,"13:45:00","VIC","M.C.G.","Melbourne","Collingwood",53,70
2019,21,2019-08-10,"13:40:00","SA","Adelaide Oval","Port Adelaide","Sydney",103,56
2019,21,2019-08-11,"15:20:00","VIC","M.C.G.","Richmond","Carlton",73,45
2019,21,2019-08-11,"13:10:00","VIC","Marvel Stadium","St Kilda","Fremantle",72,69
2019,21,2019-08-11,"14:40:00","WA","Perth Stadium","West Coast","Adelaide",90,80
