"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","is_grand_final","is_final","home_win","hdiff"
2017,22,2017-08-18,"19:20:00","SA","Adelaide Oval","Adelaide","Sydney",80,83,0,0,0,-3
2017,22,2017-08-19,"19:25:00","VIC","Docklands","Carlton","Hawthorn",77,70,0,0,1,7
2017,22,2017-08-19,"14:10:00","VIC","M.C.G.","Collingwood","Geelong",59,70,0,0,0,-11
2017,22,2017-08-20,"14:40:00","WA","Subiaco","Fremantle","Richmond",51,155,0,0,0,-104
2017,22,2017-08-19,"19:25:00","QLD","Carrara","Gold Coast","Essendon",57,90,0,0,0,-33
2017,22,2017-08-19,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",81,60,0,0,1,21
2017,22,2017-08-20,"13:10:00","VIC","M.C.G.","Melbourne","Brisbane Lions",104,91,0,0,1,13
2017,22,2017-08-20,"15:20:00","VIC","Docklands","St Kilda","North Melbourne",127,78,0,0,1,49
2017,22,2017-08-19,"13:45:00","VIC","Mars Stadium","Western Bulldogs","Port Adelaide",79,96,0,0,0,-17
2017,23,2017-08-26,"14:10:00","QLD","Gabba","Brisbane Lions","North Melbourne",79,130,0,0,0,-51
2017,23,2017-08-26,"13:45:00","VIC","M.C.G.","Collingwood","Melbourne",99,83,0,0,1,16
2017,23,2017-08-27,"13:10:00","VIC","Docklands","Essendon","Fremantle",107,92,0,0,1,15
2017,23,2017-08-26,"19:25:00","VIC","GMHBA Stadium","Geelong","Greater Western Sydney",103,59,0,0,1,44
2017,23,2017-08-25,"19:50:00","VIC","Docklands","Hawthorn","Western Bulldogs",99,90,0,0,1,9
2017,23,2017-08-26,"19:10:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",135,20,0,0,1,115
2017,23,2017-08-27,"15:20:00","VIC","M.C.G.","Richmond","St Kilda",122,81,0,0,1,41
2017,23,2017-08-26,"16:35:00","NSW","S.C.G.","Sydney","Carlton",138,57,0,0,1,81
2017,23,2017-08-27,"14:40:00","WA","Subiaco","West Coast","Adelaide",100,71,0,0,1,29
2017,24,2017-09-07,"19:20:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",84,48,0,3,1,36
2017,24,2017-09-08,"19:50:00","VIC","M.C.G.","Geelong","Richmond",40,91,0,3,0,-51
2017,24,2017-09-09,"19:20:00","SA","Adelaide Oval","Port Adelaide","West Coast",76,78,0,2,0,-2
2017,24,2017-09-09,"16:20:00","NSW","S.C.G.","Sydney","Essendon",121,56,0,2,1,65
2017,25,2017-09-15,"19:50:00","VIC","M.C.G.","Geelong","Sydney",98,39,0,4,1,59
2017,25,2017-09-16,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",125,58,0,4,1,67
2017,26,2017-09-22,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",136,75,0,5,1,61
2017,26,2017-09-23,"16:45:00","VIC","M.C.G.","Richmond","Greater Western Sydney",103,67,0,5,1,36
2017,27,2017-09-30,"14:30:00","VIC","M.C.G.","Adelaide","Richmond",60,108,1,6,0,-48
2018,1,2018-03-23,"19:50:00","VIC","Docklands","Essendon","Adelaide",99,87,0,0,1,12
2018,1,2018-03-24,"18:25:00","QLD","Cazaly's Stadium","Gold Coast","North Melbourne",55,39,0,0,1,16
2018,1,2018-03-25,"13:10:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",133,51,0,0,1,82
2018,1,2018-03-24,"19:25:00","VIC","M.C.G.","Hawthorn","Collingwood",101,67,0,0,1,34
2018,1,2018-03-25,"15:20:00","VIC","M.C.G.","Melbourne","Geelong",94,97,0,0,0,-3
2018,1,2018-03-24,"16:05:00","SA","Adelaide Oval","Port Adelaide","Fremantle",110,60,0,0,1,50
2018,1,2018-03-22,"19:25:00","VIC","M.C.G.","Richmond","Carlton",121,95,0,0,1,26
2018,1,2018-03-24,"15:35:00","VIC","Docklands","St Kilda","Brisbane Lions",107,82,0,0,1,25
2018,1,2018-03-25,"16:20:00","WA","Optus Stadium","West Coast","Sydney",86,115,0,0,0,-29
2018,2,2018-03-29,"19:20:00","SA","Adelaide Oval","Adelaide","Richmond",118,82,0,0,1,36
2018,2,2018-03-31,"18:25:00","QLD","Gabba","Brisbane Lions","Melbourne",74,100,0,0,0,-26
2018,2,2018-03-31,"13:45:00","VIC","Docklands","Carlton","Gold Coast",67,101,0,0,0,-34
2018,2,2018-03-31,"16:35:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",79,95,0,0,0,-16
2018,2,2018-03-31,"17:10:00","WA","Optus Stadium","Fremantle","Essendon",106,90,0,0,1,16
2018,2,2018-04-02,"15:20:00","VIC","M.C.G.","Geelong","Hawthorn",117,118,0,0,0,-1
2018,2,2018-03-30,"16:20:00","VIC","Docklands","North Melbourne","St Kilda",95,43,0,0,1,52
2018,2,2018-04-01,"16:40:00","NSW","S.C.G.","Sydney","Port Adelaide",71,94,0,0,0,-23
2018,2,2018-04-01,"15:20:00","VIC","Docklands","Western Bulldogs","West Coast",70,121,0,0,0,-51
2018,3,2018-04-06,"19:50:00","VIC","M.C.G.","Carlton","Collingwood",76,100,0,0,0,-24
2018,3,2018-04-07,"14:35:00","WA","Optus Stadium","Gold Coast","Fremantle",68,96,0,0,0,-28
2018,3,2018-04-07,"14:10:00","VIC","M.C.G.","Melbourne","North Melbourne",123,86,0,0,1,37
2018,3,2018-04-07,"13:15:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",97,92,0,0,1,5
2018,3,2018-04-08,"13:10:00","VIC","M.C.G.","Richmond","Hawthorn",102,89,0,0,1,13
2018,3,2018-04-07,"19:25:00","VIC","Docklands","St Kilda","Adelaide",55,104,0,0,0,-49
2018,3,2018-04-07,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",103,87,0,0,1,16
2018,3,2018-04-08,"14:40:00","WA","Optus Stadium","West Coast","Geelong",95,80,0,0,1,15
2018,3,2018-04-08,"15:20:00","VIC","Docklands","Western Bulldogs","Essendon",104,83,0,0,1,21
2018,4,2018-04-13,"19:20:00","SA","Adelaide Oval","Adelaide","Collingwood",58,106,0,0,0,-48
2018,4,2018-04-15,"13:10:00","VIC","Docklands","Essendon","Port Adelaide",106,84,0,0,1,22
2018,4,2018-04-15,"16:40:00","VIC","GMHBA Stadium","Geelong","St Kilda",103,56,0,0,1,47
2018,4,2018-04-14,"13:45:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Fremantle",82,51,0,0,1,31
2018,4,2018-04-15,"15:20:00","VIC","M.C.G.","Hawthorn","Melbourne",115,48,0,0,1,67
2018,4,2018-04-14,"19:25:00","TAS","Bellerive Oval","North Melbourne","Carlton",116,30,0,0,1,86
2018,4,2018-04-14,"14:10:00","VIC","M.C.G.","Richmond","Brisbane Lions",110,17,0,0,1,93
2018,4,2018-04-14,"18:10:00","WA","Optus Stadium","West Coast","Gold Coast",139,59,0,0,1,80
2018,4,2018-04-14,"16:35:00","VIC","Docklands","Western Bulldogs","Sydney",79,86,0,0,0,-7
2018,5,2018-04-22,"16:40:00","QLD","Gabba","Brisbane Lions","Gold Coast",71,76,0,0,0,-5
2018,5,2018-04-21,"16:35:00","VIC","M.C.G.","Carlton","West Coast",69,79,0,0,0,-10
2018,5,2018-04-25,"15:20:00","VIC","M.C.G.","Collingwood","Essendon",101,52,0,0,1,49
2018,5,2018-04-21,"18:10:00","WA","Optus Stadium","Fremantle","Western Bulldogs",108,54,0,0,1,54
2018,5,2018-04-24,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",56,102,0,0,0,-46
2018,5,2018-04-22,"15:20:00","VIC","Docklands","North Melbourne","Hawthorn",98,70,0,0,1,28
2018,5,2018-04-21,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",50,84,0,0,0,-34
2018,5,2018-04-21,"13:45:00","VIC","Docklands","St Kilda","Greater Western Sydney",73,73,0,0,0,0
2018,5,2018-04-20,"19:50:00","NSW","S.C.G.","Sydney","Adelaide",75,85,0,0,0,-10
2018,6,2018-04-28,"19:10:00","SA","Adelaide Oval","Adelaide","Gold Coast",110,62,0,0,1,48
2018,6,2018-04-29,"15:20:00","VIC","M.C.G.","Collingwood","Richmond",70,113,0,0,0,-43
2018,6,2018-04-29,"13:10:00","VIC","Docklands","Essendon","Melbourne",72,108,0,0,0,-36
2018,6,2018-04-29,"14:40:00","WA","Optus Stadium","Fremantle","West Coast",81,89,0,0,0,-8
2018,6,2018-04-28,"13:45:00","VIC","GMHBA Stadium","Geelong","Sydney",69,86,0,0,0,-17
2018,6,2018-04-28,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Brisbane Lions",77,43,0,0,1,34
2018,6,2018-04-28,"19:25:00","TAS","University of Tasmania Stadium","Hawthorn","St Kilda",89,54,0,0,1,35
2018,6,2018-04-28,"14:10:00","VIC","Docklands","North Melbourne","Port Adelaide",69,102,0,0,0,-33
2018,6,2018-04-27,"19:50:00","VIC","Docklands","Western Bulldogs","Carlton",80,59,0,0,1,21
2018,7,2018-05-05,"19:10:00","SA","Adelaide Oval","Adelaide","Carlton",125,70,0,0,1,55
2018,7,2018-05-06,"16:40:00","QLD","Gabba","Brisbane Lions","Collingwood",114,121,0,0,0,-7
2018,7,2018-05-05,"14:10:00","VIC","M.C.G.","Essendon","Hawthorn",67,90,0,0,0,-23
2018,7,2018-05-04,"19:50:00","VIC","GMHBA Stadium","Geelong","Greater Western Sydney",93,32,0,0,1,61
2018,7,2018-05-06,"13:10:00","VIC","M.C.G.","Richmond","Fremantle",110,33,0,0,1,77
2018,7,2018-05-06,"15:20:00","VIC","Docklands","St Kilda","Melbourne",67,106,0,0,0,-39
2018,7,2018-05-05,"19:25:00","NSW","S.C.G.","Sydney","North Melbourne",66,68,0,0,0,-2
2018,7,2018-05-05,"14:35:00","WA","Optus Stadium","West Coast","Port Adelaide",102,60,0,0,1,42
2018,7,2018-05-05,"13:45:00","VIC","Mars Stadium","Western Bulldogs","Gold Coast",81,72,0,0,1,9
2018,8,2018-05-12,"14:10:00","VIC","M.C.G.","Carlton","Essendon",91,78,0,0,1,13
2018,8,2018-05-13,"15:20:00","VIC","M.C.G.","Collingwood","Geelong",45,66,0,0,0,-21
2018,8,2018-05-12,"18:10:00","WA","Optus Stadium","Fremantle","St Kilda",89,59,0,0,1,30
2018,8,2018-05-12,"16:35:00","QLD","Gabba","Gold Coast","Melbourne",77,146,0,0,0,-69
2018,8,2018-05-12,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",61,86,0,0,0,-25
2018,8,2018-05-11,"19:50:00","VIC","M.C.G.","Hawthorn","Sydney",71,79,0,0,0,-8
2018,8,2018-05-13,"13:10:00","VIC","Docklands","North Melbourne","Richmond",72,82,0,0,0,-10
2018,8,2018-05-12,"16:40:00","SA","Adelaide Oval","Port Adelaide","Adelaide",95,90,0,0,1,5
2018,8,2018-05-12,"19:25:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",107,93,0,0,1,14
2018,9,2018-05-18,"19:20:00","SA","Adelaide Oval","Adelaide","Western Bulldogs",63,26,0,0,1,37
2018,9,2018-05-20,"15:20:00","QLD","Gabba","Brisbane Lions","Hawthorn",129,73,0,0,1,56
2018,9,2018-05-20,"13:10:00","VIC","M.C.G.","Carlton","Melbourne",50,159,0,0,0,-109
2018,9,2018-05-19,"16:35:00","VIC","M.C.G.","Essendon","Geelong",84,50,0,0,1,34
2018,9,2018-05-19,"13:15:00","CHN","Adelaide Arena at Jiangwan Stadium","Gold Coast","Port Adelaide",42,82,0,0,0,-40
2018,9,2018-05-19,"13:45:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",112,69,0,0,1,43
2018,9,2018-05-19,"19:25:00","VIC","Docklands","St Kilda","Collingwood",72,100,0,0,0,-28
2018,9,2018-05-19,"19:25:00","NSW","S.C.G.","Sydney","Fremantle",111,52,0,0,1,59
2018,9,2018-05-20,"14:40:00","WA","Optus Stadium","West Coast","Richmond",130,83,0,0,1,47
2018,10,2018-05-26,"16:35:00","QLD","Gabba","Brisbane Lions","Sydney",49,67,0,0,0,-18
2018,10,2018-05-25,"19:50:00","VIC","Docklands","Collingwood","Western Bulldogs",90,55,0,0,1,35
2018,10,2018-05-27,"14:40:00","WA","Optus Stadium","Fremantle","North Melbourne",58,86,0,0,0,-28
2018,10,2018-05-26,"19:25:00","VIC","GMHBA Stadium","Geelong","Carlton",73,45,0,0,1,28
2018,10,2018-05-26,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",60,95,0,0,0,-35
2018,10,2018-05-27,"13:10:00","VIC","Docklands","Hawthorn","West Coast",60,75,0,0,0,-15
2018,10,2018-05-27,"14:50:00","NT","Traeger Park","Melbourne","Adelaide",146,55,0,0,1,91
2018,10,2018-05-26,"13:45:00","VIC","M.C.G.","Richmond","St Kilda",105,77,0,0,1,28
2018,11,2018-06-03,"16:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",81,97,0,0,0,-16
2018,11,2018-06-03,"15:20:00","VIC","M.C.G.","Collingwood","Fremantle",138,77,0,0,1,61
2018,11,2018-06-02,"19:25:00","VIC","M.C.G.","Essendon","Richmond",43,114,0,0,0,-71
2018,11,2018-06-02,"16:35:00","QLD","Carrara","Gold Coast","Geelong",36,121,0,0,0,-85
2018,11,2018-06-02,"14:10:00","TAS","University of Tasmania Stadium","Hawthorn","Port Adelaide",64,61,0,0,1,3
2018,11,2018-06-03,"13:10:00","VIC","Docklands","North Melbourne","Brisbane Lions",141,87,0,0,1,54
2018,11,2018-06-01,"19:50:00","NSW","S.C.G.","Sydney","Carlton",91,61,0,0,1,30
2018,11,2018-06-02,"18:10:00","WA","Optus Stadium","West Coast","St Kilda",101,88,0,0,1,13
2018,11,2018-06-02,"13:45:00","VIC","Docklands","Western Bulldogs","Melbourne",51,100,0,0,0,-49
2018,12,2018-06-10,"13:10:00","QLD","Gabba","Brisbane Lions","Essendon",62,84,0,0,0,-22
2018,12,2018-06-10,"14:40:00","WA","Optus Stadium","Fremantle","Adelaide",71,68,0,0,1,3
2018,12,2018-06-09,"13:45:00","VIC","GMHBA Stadium","Geelong","North Melbourne",96,59,0,0,1,37
2018,12,2018-06-09,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",134,26,0,0,1,108
2018,12,2018-06-11,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",91,133,0,0,0,-42
2018,12,2018-06-08,"19:20:00","SA","Adelaide Oval","Port Adelaide","Richmond",72,58,0,0,1,14
2018,12,2018-06-09,"19:25:00","VIC","Docklands","St Kilda","Sydney",55,126,0,0,0,-71
2018,13,2018-06-16,"13:45:00","VIC","Docklands","Carlton","Fremantle",46,103,0,0,0,-57
2018,13,2018-06-17,"15:20:00","VIC","M.C.G.","Geelong","Richmond",65,83,0,0,0,-18
2018,13,2018-06-16,"16:35:00","QLD","Carrara","Gold Coast","St Kilda",78,80,0,0,0,-2
2018,13,2018-06-16,"19:25:00","VIC","M.C.G.","Hawthorn","Adelaide",88,32,0,0,1,56
2018,13,2018-06-14,"19:20:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",132,75,0,0,1,57
2018,13,2018-06-15,"19:50:00","NSW","S.C.G.","Sydney","West Coast",72,57,0,0,1,15
2018,14,2018-06-23,"16:35:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",82,109,0,0,0,-27
2018,14,2018-06-24,"15:20:00","VIC","M.C.G.","Collingwood","Carlton",79,59,0,0,1,20
2018,14,2018-06-23,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Gold Coast",96,43,0,0,1,53
2018,14,2018-06-22,"19:20:00","SA","Adelaide Oval","Port Adelaide","Melbourne",75,65,0,0,1,10
2018,14,2018-06-21,"18:10:00","WA","Optus Stadium","West Coast","Essendon",52,80,0,0,0,-28
2018,14,2018-06-23,"19:25:00","VIC","Docklands","Western Bulldogs","North Melbourne",75,77,0,0,0,-2
2018,15,2018-06-30,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",88,78,0,0,1,10
2018,15,2018-06-30,"13:45:00","VIC","M.C.G.","Carlton","Port Adelaide",69,90,0,0,0,-21
2018,15,2018-07-01,"15:20:00","VIC","Docklands","Essendon","North Melbourne",125,108,0,0,1,17
2018,15,2018-07-01,"14:40:00","WA","Optus Stadium","Fremantle","Brisbane Lions",64,119,0,0,0,-55
2018,15,2018-06-30,"19:25:00","QLD","Carrara","Gold Coast","Collingwood",60,99,0,0,0,-39
2018,15,2018-06-30,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",95,84,0,0,1,11
2018,15,2018-07-01,"13:10:00","VIC","M.C.G.","Melbourne","St Kilda",117,119,0,0,0,-2
2018,15,2018-06-28,"19:20:00","VIC","Docklands","Richmond","Sydney",93,67,0,0,1,26
2018,15,2018-06-29,"19:50:00","VIC","Docklands","Western Bulldogs","Geelong",103,101,0,0,1,2
2018,16,2018-07-07,"13:45:00","QLD","Gabba","Brisbane Lions","Carlton",120,55,0,0,1,65
2018,16,2018-07-08,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",62,78,0,0,0,-16
2018,16,2018-07-07,"19:10:00","NT","Marrara Oval","Melbourne","Fremantle",102,48,0,0,1,54
2018,16,2018-07-08,"13:10:00","VIC","Docklands","North Melbourne","Gold Coast",95,58,0,0,1,37
2018,16,2018-07-07,"16:05:00","SA","Adelaide Oval","Port Adelaide","St Kilda",86,50,0,0,1,36
2018,16,2018-07-06,"19:50:00","VIC","M.C.G.","Richmond","Adelaide",103,56,0,0,1,47
2018,16,2018-07-05,"19:20:00","NSW","S.C.G.","Sydney","Geelong",59,71,0,0,0,-12
2018,16,2018-07-08,"14:40:00","WA","Optus Stadium","West Coast","Greater Western Sydney",86,75,0,0,1,11
2018,16,2018-07-07,"19:25:00","VIC","Docklands","Western Bulldogs","Hawthorn",59,122,0,0,0,-63
2018,17,2018-07-12,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",112,97,0,0,1,15
2018,17,2018-07-15,"13:10:00","VIC","M.C.G.","Collingwood","West Coast",67,102,0,0,0,-35
2018,17,2018-07-15,"14:40:00","WA","Optus Stadium","Fremantle","Port Adelaide",59,50,0,0,1,9
2018,17,2018-07-14,"19:25:00","QLD","Carrara","Gold Coast","Essendon",51,95,0,0,0,-44
2018,17,2018-07-14,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",79,77,0,0,1,2
2018,17,2018-07-14,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",65,98,0,0,0,-33
2018,17,2018-07-14,"16:35:00","VIC","M.C.G.","Melbourne","Western Bulldogs",119,69,0,0,1,50
2018,17,2018-07-15,"15:20:00","VIC","Docklands","North Melbourne","Sydney",98,104,0,0,0,-6
2018,17,2018-07-13,"19:50:00","VIC","Docklands","St Kilda","Carlton",116,52,0,0,1,64
2018,18,2018-07-21,"19:25:00","QLD","Gabba","Brisbane Lions","Adelaide",88,93,0,0,0,-5
2018,18,2018-07-22,"13:10:00","VIC","Docklands","Carlton","Hawthorn",52,124,0,0,0,-72
2018,18,2018-07-21,"13:45:00","VIC","M.C.G.","Collingwood","North Melbourne",130,64,0,0,1,66
2018,18,2018-07-21,"16:35:00","VIC","Docklands","Essendon","Fremantle",99,70,0,0,1,29
2018,18,2018-07-21,"19:25:00","VIC","GMHBA Stadium","Geelong","Melbourne",100,98,0,0,1,2
2018,18,2018-07-22,"16:10:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",58,80,0,0,0,-22
2018,18,2018-07-20,"19:50:00","VIC","Docklands","St Kilda","Richmond",57,111,0,0,0,-54
2018,18,2018-07-21,"14:10:00","NSW","S.C.G.","Sydney","Gold Coast",64,88,0,0,0,-24
2018,18,2018-07-22,"13:20:00","WA","Optus Stadium","West Coast","Western Bulldogs",100,46,0,0,1,54
2018,19,2018-07-28,"19:10:00","SA","Adelaide Oval","Adelaide","Melbourne",77,90,0,0,0,-13
2018,19,2018-07-27,"19:50:00","VIC","Docklands","Essendon","Sydney",109,66,0,0,1,43
2018,19,2018-07-29,"14:40:00","WA","Optus Stadium","Fremantle","Hawthorn",53,112,0,0,0,-59
2018,19,2018-07-28,"14:10:00","VIC","GMHBA Stadium","Geelong","Brisbane Lions",120,78,0,0,1,42
2018,19,2018-07-28,"19:25:00","QLD","Carrara","Gold Coast","Carlton",44,79,0,0,0,-35
2018,19,2018-07-28,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","St Kilda",86,61,0,0,1,25
2018,19,2018-07-29,"13:10:00","TAS","Bellerive Oval","North Melbourne","West Coast",81,41,0,0,1,40
2018,19,2018-07-28,"13:45:00","VIC","M.C.G.","Richmond","Collingwood",105,77,0,0,1,28
2018,19,2018-07-29,"15:20:00","VIC","Mars Stadium","Western Bulldogs","Port Adelaide",34,78,0,0,0,-44
2018,20,2018-08-04,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",96,93,0,0,1,3
2018,20,2018-08-04,"14:10:00","QLD","Gabba","Brisbane Lions","North Melbourne",104,107,0,0,0,-3
2018,20,2018-08-05,"13:10:00","VIC","Docklands","Carlton","Greater Western Sydney",46,151,0,0,0,-105
2018,20,2018-08-04,"13:45:00","VIC","M.C.G.","Hawthorn","Essendon",107,103,0,0,1,4
2018,20,2018-08-05,"15:20:00","VIC","M.C.G.","Melbourne","Gold Coast",143,47,0,0,1,96
2018,20,2018-08-03,"19:50:00","VIC","M.C.G.","Richmond","Geelong",85,82,0,0,1,3
2018,20,2018-08-04,"19:25:00","VIC","Docklands","St Kilda","Western Bulldogs",68,103,0,0,0,-35
2018,20,2018-08-04,"19:25:00","NSW","S.C.G.","Sydney","Collingwood",73,71,0,0,1,2
2018,20,2018-08-05,"14:40:00","WA","Optus Stadium","West Coast","Fremantle",142,84,0,0,1,58
2018,21,2018-08-11,"19:25:00","VIC","Docklands","Collingwood","Brisbane Lions",104,73,0,0,1,31
2018,21,2018-08-10,"19:50:00","VIC","Docklands","Essendon","St Kilda",122,79,0,0,1,43
2018,21,2018-08-12,"14:40:00","WA","Optus Stadium","Fremantle","Carlton",101,72,0,0,1,29
2018,21,2018-08-11,"14:10:00","QLD","Carrara","Gold Coast","Richmond",51,125,0,0,0,-74
2018,21,2018-08-11,"19:25:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Adelaide",106,92,0,0,1,14
2018,21,2018-08-11,"13:45:00","VIC","M.C.G.","Hawthorn","Geelong",71,60,0,0,1,11
2018,21,2018-08-12,"15:20:00","VIC","M.C.G.","Melbourne","Sydney",78,87,0,0,0,-9
2018,21,2018-08-12,"13:10:00","VIC","Docklands","North Melbourne","Western Bulldogs",85,92,0,0,0,-7
2018,21,2018-08-11,"16:05:00","SA","Adelaide Oval","Port Adelaide","West Coast",58,62,0,0,0,-4
2018,22,2018-08-19,"16:10:00","SA","Adelaide Oval","Adelaide","North Melbourne",86,77,0,0,1,9
2018,22,2018-08-19,"13:10:00","VIC","Docklands","Carlton","Western Bulldogs",49,66,0,0,0,-17
2018,22,2018-08-18,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",115,64,0,0,1,51
2018,22,2018-08-18,"14:10:00","VIC","GMHBA Stadium","Geelong","Fremantle",158,25,0,0,1,133
2018,22,2018-08-18,"19:25:00","QLD","Carrara","Gold Coast","Brisbane Lions",74,78,0,0,0,-4
2018,22,2018-08-18,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",60,80,0,0,0,-20
2018,22,2018-08-17,"19:50:00","VIC","M.C.G.","Richmond","Essendon",81,73,0,0,1,8
2018,22,2018-08-18,"19:25:00","VIC","Docklands","St Kilda","Hawthorn",76,80,0,0,0,-4
2018,22,2018-08-19,"13:20:00","WA","Optus Stadium","West Coast","Melbourne",91,108,0,0,0,-17
2018,23,2018-08-26,"13:10:00","QLD","Gabba","Brisbane Lions","West Coast",72,98,0,0,0,-26
2018,23,2018-08-25,"19:25:00","VIC","Docklands","Carlton","Adelaide",61,165,0,0,0,-104
2018,23,2018-08-25,"14:35:00","WA","Optus Stadium","Fremantle","Collingwood",67,76,0,0,0,-9
2018,23,2018-08-25,"13:45:00","VIC","GMHBA Stadium","Geelong","Gold Coast",142,40,0,0,1,102
2018,23,2018-08-26,"15:20:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",102,57,0,0,1,45
2018,23,2018-08-24,"19:20:00","SA","Adelaide Oval","Port Adelaide","Essendon",89,111,0,0,0,-22
2018,23,2018-08-25,"14:10:00","VIC","M.C.G.","Richmond","Western Bulldogs",98,95,0,0,1,3
2018,23,2018-08-26,"16:40:00","VIC","Docklands","St Kilda","North Melbourne",94,117,0,0,0,-23
2018,23,2018-08-25,"19:25:00","NSW","S.C.G.","Sydney","Hawthorn",74,83,0,0,0,-9
2018,24,2018-09-07,"19:50:00","VIC","M.C.G.","Melbourne","Geelong",75,46,0,2,1,29
2018,24,2018-09-06,"19:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,64,0,3,1,31
2018,24,2018-09-08,"16:20:00","NSW","S.C.G.","Sydney","Greater Western Sydney",30,79,0,2,0,-49
2018,24,2018-09-08,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",86,70,0,3,1,16
2018,25,2018-09-15,"19:25:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",69,59,0,4,1,10
2018,25,2018-09-14,"19:50:00","VIC","M.C.G.","Hawthorn","Melbourne",71,104,0,4,0,-33
2018,26,2018-09-21,"19:50:00","VIC","M.C.G.","Richmond","Collingwood",58,97,0,5,0,-39
2018,26,2018-09-22,"13:20:00","WA","Perth Stadium","West Coast","Melbourne",121,55,0,5,1,66
2018,27,2018-09-29,"14:30:00","VIC","M.C.G.","West Coast","Collingwood",79,74,1,6,1,5
2019,1,2019-03-23,"16:05:00","SA","Adelaide Oval","Adelaide","Hawthorn",55,87,0,0,0,-32
2019,1,2019-03-23,"19:20:00","QLD","Gabba","Brisbane Lions","West Coast",102,58,0,0,1,44
2019,1,2019-03-21,"19:20:00","VIC","M.C.G.","Carlton","Richmond",64,97,0,0,0,-33
2019,1,2019-03-22,"19:50:00","VIC","M.C.G.","Collingwood","Geelong",65,72,0,0,0,-7
2019,1,2019-03-24,"15:20:00","WA","Perth Stadium","Fremantle","North Melbourne",141,59,0,0,1,82
2019,1,2019-03-24,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",112,40,0,0,1,72
2019,1,2019-03-23,"13:45:00","VIC","M.C.G.","Melbourne","Port Adelaide",61,87,0,0,0,-26
2019,1,2019-03-24,"13:10:00","VIC","Marvel Stadium","St Kilda","Gold Coast",85,84,0,0,1,1
2019,1,2019-03-23,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Sydney",82,65,0,0,1,17
2019,2,2019-03-30,"16:35:00","VIC","Marvel Stadium","Essendon","St Kilda",65,76,0,0,0,-11
2019,2,2019-03-30,"19:25:00","VIC","Kardinia Park","Geelong","Melbourne",126,46,0,0,1,80
2019,2,2019-03-31,"15:40:00","QLD","Carrara","Gold Coast","Fremantle",61,58,0,0,1,3
2019,2,2019-03-31,"15:20:00","VIC","M.C.G.","Hawthorn","Western Bulldogs",87,106,0,0,0,-19
2019,2,2019-03-31,"13:10:00","VIC","Marvel Stadium","North Melbourne","Brisbane Lions",87,107,0,0,0,-20
2019,2,2019-03-30,"16:40:00","SA","Adelaide Oval","Port Adelaide","Carlton",88,72,0,0,1,16
2019,2,2019-03-28,"19:20:00","VIC","M.C.G.","Richmond","Collingwood",66,110,0,0,0,-44
2019,2,2019-03-29,"19:50:00","NSW","S.C.G.","Sydney","Adelaide",62,88,0,0,0,-26
