"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","is_grand_final","is_final","home_win","hdiff"
2013,6,2013-05-04,"16:10:00","SA","Football Park","Adelaide","Hawthorn",78,89,0,0,0,-11
2013,6,2013-05-05,"15:20:00","VIC","M.C.G.","Carlton","Melbourne",121,60,0,0,1,61
2013,6,2013-05-03,"19:50:00","VIC","Docklands","Collingwood","St Kilda",103,77,0,0,1,26
2013,6,2013-05-04,"13:45:00","VIC","Docklands","Essendon","Greater Western Sydney",120,81,0,0,1,39
2013,6,2013-05-04,"19:40:00","QLD","Carrara","Gold Coast","Fremantle",54,99,0,0,0,-45
2013,6,2013-05-04,"14:10:00","TAS","Bellerive Oval","North Melbourne","Port Adelaide",93,83,0,0,1,10
2013,6,2013-05-04,"19:40:00","VIC","M.C.G.","Richmond","Geelong",87,131,0,0,0,-44
2013,6,2013-05-05,"13:10:00","NSW","S.C.G.","Sydney","Brisbane Lions",115,55,0,0,1,60
2013,6,2013-05-05,"14:40:00","WA","Subiaco","West Coast","Western Bulldogs",137,67,0,0,1,70
2013,7,2013-05-11,"14:10:00","QLD","Gabba","Brisbane Lions","West Coast",82,108,0,0,0,-26
2013,7,2013-05-11,"17:40:00","WA","Subiaco","Fremantle","Collingwood",100,73,0,0,1,27
2013,7,2013-05-10,"19:50:00","VIC","Docklands","Geelong","Essendon",113,85,0,0,1,28
2013,7,2013-05-12,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","Adelaide",52,187,0,0,0,-135
2013,7,2013-05-11,"19:40:00","VIC","M.C.G.","Hawthorn","Sydney",119,82,0,0,1,37
2013,7,2013-05-12,"16:40:00","VIC","M.C.G.","Melbourne","Gold Coast",54,114,0,0,0,-60
2013,7,2013-05-11,"13:15:00","SA","Football Park","Port Adelaide","Richmond",73,114,0,0,0,-41
2013,7,2013-05-13,"19:40:00","VIC","Docklands","St Kilda","Carlton",77,68,0,0,1,9
2013,7,2013-05-11,"16:40:00","VIC","Docklands","Western Bulldogs","North Melbourne",97,151,0,0,0,-54
2013,8,2013-05-19,"16:10:00","SA","Football Park","Adelaide","St Kilda",87,47,0,0,1,40
2013,8,2013-05-19,"13:10:00","VIC","Docklands","Carlton","Port Adelaide",109,91,0,0,1,18
2013,8,2013-05-18,"19:40:00","VIC","M.C.G.","Collingwood","Geelong",102,96,0,0,1,6
2013,8,2013-05-18,"13:45:00","VIC","Docklands","Essendon","Brisbane Lions",86,96,0,0,0,-10
2013,8,2013-05-18,"16:40:00","QLD","Carrara","Gold Coast","Western Bulldogs",93,61,0,0,1,32
2013,8,2013-05-18,"14:10:00","TAS","University of Tasmania Stadium","Hawthorn","Greater Western Sydney",140,57,0,0,1,83
2013,8,2013-05-19,"15:20:00","VIC","M.C.G.","Richmond","Melbourne",106,72,0,0,1,34
2013,8,2013-05-18,"19:40:00","NSW","S.C.G.","Sydney","Fremantle",70,70,0,0,0,0
2013,8,2013-05-17,"18:40:00","WA","Subiaco","West Coast","North Melbourne",90,88,0,0,1,2
2013,9,2013-05-25,"19:40:00","QLD","Gabba","Brisbane Lions","Carlton",85,98,0,0,0,-13
2013,9,2013-05-24,"19:50:00","VIC","M.C.G.","Collingwood","Sydney",55,102,0,0,0,-47
2013,9,2013-05-26,"14:40:00","WA","Subiaco","Fremantle","Melbourne",130,40,0,0,1,90
2013,9,2013-05-25,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",55,155,0,0,0,-100
2013,9,2013-05-26,"13:10:00","VIC","M.C.G.","Hawthorn","Gold Coast",118,92,0,0,1,26
2013,9,2013-05-26,"15:20:00","VIC","Docklands","North Melbourne","Adelaide",124,125,0,0,0,-1
2013,9,2013-05-25,"13:15:00","SA","Football Park","Port Adelaide","Geelong",68,116,0,0,0,-48
2013,9,2013-05-25,"19:45:00","VIC","M.C.G.","Richmond","Essendon",62,91,0,0,0,-29
2013,9,2013-05-25,"16:40:00","VIC","Docklands","St Kilda","Western Bulldogs",101,110,0,0,0,-9
2013,10,2013-06-01,"13:40:00","SA","Football Park","Adelaide","Fremantle",59,66,0,0,0,-7
2013,10,2013-05-31,"19:50:00","QLD","Gabba","Brisbane Lions","Collingwood",51,100,0,0,0,-49
2013,10,2013-06-01,"13:45:00","VIC","Docklands","Carlton","Greater Western Sydney",148,54,0,0,1,94
2013,10,2013-06-01,"19:40:00","VIC","GMHBA Stadium","Geelong","Gold Coast",123,71,0,0,1,52
2013,10,2013-06-02,"15:20:00","VIC","M.C.G.","Melbourne","Hawthorn",48,143,0,0,0,-95
2013,10,2013-06-02,"16:40:00","VIC","Docklands","North Melbourne","St Kilda",133,65,0,0,1,68
2013,10,2013-06-01,"16:40:00","NSW","S.C.G.","Sydney","Essendon",115,71,0,0,1,44
2013,10,2013-06-03,"17:40:00","WA","Subiaco","West Coast","Richmond",62,103,0,0,0,-41
2013,10,2013-06-01,"19:10:00","NT","Marrara Oval","Western Bulldogs","Port Adelaide",67,58,0,0,1,9
2013,11,2013-06-08,"16:10:00","SA","Football Park","Adelaide","Sydney",50,127,0,0,0,-77
2013,11,2013-06-07,"19:50:00","VIC","M.C.G.","Essendon","Carlton",77,72,0,0,1,5
2013,11,2013-06-08,"19:40:00","QLD","Carrara","Gold Coast","North Melbourne",66,51,0,0,1,15
2013,11,2013-06-08,"13:40:00","NSW","Sydney Showground","Greater Western Sydney","Geelong",98,157,0,0,0,-59
2013,11,2013-06-10,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",39,122,0,0,0,-83
2013,11,2013-06-09,"16:40:00","VIC","Docklands","St Kilda","West Coast",80,84,0,0,0,-4
2013,12,2013-06-14,"19:50:00","VIC","Docklands","Carlton","Hawthorn",87,102,0,0,0,-15
2013,12,2013-06-16,"16:40:00","VIC","Docklands","Collingwood","Western Bulldogs",99,65,0,0,1,34
2013,12,2013-06-15,"19:40:00","VIC","Docklands","Essendon","Gold Coast",115,72,0,0,1,43
2013,12,2013-06-15,"14:40:00","WA","Subiaco","Fremantle","Brisbane Lions",86,46,0,0,1,40
2013,12,2013-06-16,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","Port Adelaide",50,125,0,0,0,-75
2013,12,2013-06-15,"13:40:00","VIC","M.C.G.","Richmond","Adelaide",110,72,0,0,1,38
2013,13,2013-06-23,"16:40:00","QLD","Gabba","Brisbane Lions","Geelong",103,98,0,0,1,5
2013,13,2013-06-23,"13:20:00","WA","Subiaco","Fremantle","North Melbourne",67,29,0,0,1,38
2013,13,2013-06-21,"19:50:00","VIC","Docklands","Hawthorn","West Coast",123,103,0,0,1,20
2013,13,2013-06-22,"13:10:00","SA","Football Park","Port Adelaide","Sydney",72,54,0,0,1,18
2013,13,2013-06-22,"16:40:00","VIC","M.C.G.","St Kilda","Melbourne",104,69,0,0,1,35
2013,13,2013-06-22,"19:40:00","VIC","Docklands","Western Bulldogs","Richmond",61,121,0,0,0,-60
2013,14,2013-06-29,"19:40:00","VIC","GMHBA Stadium","Geelong","Fremantle",85,44,0,0,1,41
2013,14,2013-06-29,"13:40:00","QLD","Carrara","Gold Coast","Adelaide",83,111,0,0,0,-28
2013,14,2013-06-30,"13:10:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",143,85,0,0,1,58
2013,14,2013-06-29,"19:40:00","VIC","M.C.G.","Melbourne","Western Bulldogs",103,100,0,0,1,3
2013,14,2013-06-30,"15:20:00","VIC","Docklands","North Melbourne","Greater Western Sydney",130,44,0,0,1,86
2013,14,2013-06-29,"16:10:00","SA","Football Park","Port Adelaide","Collingwood",86,51,0,0,1,35
2013,14,2013-06-30,"16:40:00","VIC","M.C.G.","Richmond","St Kilda",119,55,0,0,1,64
2013,14,2013-06-28,"19:50:00","NSW","S.C.G.","Sydney","Carlton",65,43,0,0,1,22
2013,14,2013-06-27,"18:10:00","WA","Subiaco","West Coast","Essendon",91,98,0,0,0,-7
2013,15,2013-07-06,"19:10:00","SA","Football Park","Adelaide","West Coast",69,75,0,0,0,-6
2013,15,2013-07-06,"16:40:00","QLD","Gabba","Brisbane Lions","Gold Coast",116,83,0,0,1,33
2013,15,2013-07-05,"19:50:00","VIC","M.C.G.","Carlton","Collingwood",77,118,0,0,0,-41
2013,15,2013-07-07,"16:40:00","VIC","Docklands","Essendon","Port Adelaide",118,88,0,0,1,30
2013,15,2013-07-07,"13:20:00","WA","Subiaco","Fremantle","St Kilda",100,70,0,0,1,30
2013,15,2013-07-06,"19:40:00","VIC","M.C.G.","Geelong","Hawthorn",82,72,0,0,1,10
2013,15,2013-07-06,"13:45:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",83,87,0,0,0,-4
2013,15,2013-07-07,"13:10:00","VIC","M.C.G.","Melbourne","Sydney",85,116,0,0,0,-31
2013,15,2013-07-06,"14:10:00","VIC","Docklands","North Melbourne","Richmond",128,66,0,0,1,62
2013,16,2013-07-13,"19:40:00","QLD","Gabba","Brisbane Lions","North Melbourne",117,105,0,0,1,12
2013,16,2013-07-13,"19:40:00","VIC","Docklands","Carlton","St Kilda",110,74,0,0,1,36
2013,16,2013-07-12,"19:50:00","VIC","M.C.G.","Collingwood","Adelaide",111,84,0,0,1,27
2013,16,2013-07-13,"14:10:00","VIC","GMHBA Stadium","Geelong","Melbourne",98,30,0,0,1,68
2013,16,2013-07-13,"13:15:00","SA","Football Park","Port Adelaide","Hawthorn",79,124,0,0,0,-45
2013,16,2013-07-13,"16:40:00","QLD","Cazaly's Stadium","Richmond","Gold Coast",53,44,0,0,1,9
2013,16,2013-07-14,"13:10:00","NSW","S.C.G.","Sydney","Greater Western Sydney",171,42,0,0,1,129
2013,16,2013-07-14,"14:40:00","WA","Subiaco","West Coast","Fremantle",93,121,0,0,0,-28
2013,16,2013-07-14,"15:20:00","VIC","Docklands","Western Bulldogs","Essendon",90,121,0,0,0,-31
2013,17,2013-07-21,"14:50:00","SA","Football Park","Adelaide","Geelong",94,92,0,0,1,2
2013,17,2013-07-20,"16:40:00","QLD","Carrara","Gold Coast","Collingwood",85,78,0,0,1,7
2013,17,2013-07-20,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",77,116,0,0,0,-39
2013,17,2013-07-20,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Western Bulldogs",95,76,0,0,1,19
2013,17,2013-07-20,"19:10:00","NT","Marrara Oval","Melbourne","Brisbane Lions",75,94,0,0,0,-19
2013,17,2013-07-19,"19:50:00","VIC","Docklands","North Melbourne","Carlton",108,109,0,0,0,-1
2013,17,2013-07-21,"13:10:00","VIC","M.C.G.","Richmond","Fremantle",84,57,0,0,1,27
2013,17,2013-07-20,"19:40:00","VIC","Docklands","St Kilda","Port Adelaide",92,97,0,0,0,-5
2013,17,2013-07-21,"14:40:00","WA","Subiaco","West Coast","Sydney",79,113,0,0,0,-34
2013,18,2013-07-27,"16:40:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",106,66,0,0,1,40
2013,18,2013-07-26,"19:50:00","VIC","Docklands","Essendon","Hawthorn",87,143,0,0,0,-56
2013,18,2013-07-27,"17:40:00","WA","Subiaco","Fremantle","Adelaide",75,53,0,0,1,22
2013,18,2013-07-27,"19:40:00","VIC","GMHBA Stadium","Geelong","St Kilda",137,36,0,0,1,101
2013,18,2013-07-27,"13:45:00","QLD","Carrara","Gold Coast","Carlton",77,120,0,0,0,-43
2013,18,2013-07-27,"14:10:00","VIC","Docklands","Melbourne","North Melbourne",28,150,0,0,0,-122
2013,18,2013-07-28,"12:40:00","SA","Football Park","Port Adelaide","Brisbane Lions",71,62,0,0,1,9
2013,18,2013-07-28,"16:40:00","NSW","S.C.G.","Sydney","Richmond",110,63,0,0,1,47
2013,18,2013-07-28,"15:20:00","VIC","Docklands","Western Bulldogs","West Coast",111,89,0,0,1,22
2013,19,2013-08-04,"14:50:00","SA","Football Park","Adelaide","Port Adelaide",103,107,0,0,0,-4
2013,19,2013-08-03,"19:40:00","QLD","Gabba","Brisbane Lions","St Kilda",108,77,0,0,1,31
2013,19,2013-08-03,"19:40:00","VIC","Docklands","Carlton","Fremantle",80,116,0,0,0,-36
2013,19,2013-08-04,"16:40:00","VIC","M.C.G.","Collingwood","Essendon",133,54,0,0,1,79
2013,19,2013-08-03,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","Melbourne",124,87,0,0,1,37
2013,19,2013-08-03,"14:10:00","VIC","M.C.G.","Hawthorn","Richmond",66,107,0,0,0,-41
2013,19,2013-08-02,"19:50:00","VIC","Docklands","North Melbourne","Geelong",96,86,0,0,1,10
2013,19,2013-08-03,"14:40:00","WA","Subiaco","West Coast","Gold Coast",130,113,0,0,1,17
2013,19,2013-08-04,"13:10:00","VIC","Docklands","Western Bulldogs","Sydney",99,134,0,0,0,-35
2013,20,2013-08-11,"14:50:00","SA","Football Park","Adelaide","North Melbourne",79,70,0,0,1,9
2013,20,2013-08-10,"16:40:00","VIC","Docklands","Carlton","Western Bulldogs",89,117,0,0,0,-28
2013,20,2013-08-11,"13:10:00","VIC","Docklands","Essendon","West Coast",67,120,0,0,0,-53
2013,20,2013-08-11,"14:40:00","WA","Subiaco","Fremantle","Greater Western Sydney",157,44,0,0,1,113
2013,20,2013-08-10,"14:10:00","VIC","GMHBA Stadium","Geelong","Port Adelaide",129,104,0,0,1,25
2013,20,2013-08-10,"19:40:00","QLD","Carrara","Gold Coast","Melbourne",90,77,0,0,1,13
2013,20,2013-08-10,"13:45:00","VIC","M.C.G.","Richmond","Brisbane Lions",97,74,0,0,1,23
2013,20,2013-08-09,"19:50:00","VIC","Docklands","St Kilda","Hawthorn",56,102,0,0,0,-46
2013,20,2013-08-10,"19:40:00","NSW","Stadium Australia","Sydney","Collingwood",71,100,0,0,0,-29
2013,21,2013-08-17,"19:40:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",123,63,0,0,1,60
2013,21,2013-08-17,"16:40:00","VIC","Docklands","Essendon","North Melbourne",70,115,0,0,0,-45
2013,21,2013-08-16,"19:50:00","VIC","M.C.G.","Hawthorn","Collingwood",119,84,0,0,1,35
2013,21,2013-08-18,"13:10:00","VIC","M.C.G.","Melbourne","Fremantle",38,133,0,0,0,-95
2013,21,2013-08-17,"13:40:00","SA","Football Park","Port Adelaide","Gold Coast",113,96,0,0,1,17
2013,21,2013-08-17,"13:45:00","VIC","M.C.G.","Richmond","Carlton",96,106,0,0,0,-10
2013,21,2013-08-18,"15:20:00","NSW","S.C.G.","Sydney","St Kilda",118,59,0,0,1,59
2013,21,2013-08-17,"17:40:00","WA","Subiaco","West Coast","Geelong",41,107,0,0,0,-66
2013,21,2013-08-18,"16:40:00","VIC","Docklands","Western Bulldogs","Adelaide",131,114,0,0,1,17
2013,22,2013-08-24,"13:15:00","SA","Football Park","Adelaide","Melbourne",120,52,0,0,1,68
2013,22,2013-08-25,"16:40:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",100,93,0,0,1,7
2013,22,2013-08-24,"19:40:00","VIC","M.C.G.","Carlton","Essendon",76,82,0,0,0,-6
2013,22,2013-08-23,"19:50:00","VIC","M.C.G.","Collingwood","West Coast",101,39,0,0,1,62
2013,22,2013-08-24,"17:40:00","WA","Subiaco","Fremantle","Port Adelaide",134,60,0,0,1,74
2013,22,2013-08-24,"16:40:00","VIC","GMHBA Stadium","Geelong","Sydney",92,48,0,0,1,44
2013,22,2013-08-25,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",42,163,0,0,0,-121
2013,22,2013-08-24,"14:10:00","VIC","Docklands","North Melbourne","Hawthorn",103,117,0,0,0,-14
2013,22,2013-08-25,"13:10:00","VIC","Docklands","St Kilda","Gold Coast",116,70,0,0,1,46
2013,23,2013-09-01,"15:20:00","VIC","M.C.G.","Collingwood","North Melbourne",114,125,0,0,0,-11
2013,23,2013-08-31,"19:40:00","VIC","M.C.G.","Essendon","Richmond",65,104,0,0,0,-39
2013,23,2013-08-31,"14:10:00","VIC","GMHBA Stadium","Geelong","Brisbane Lions",112,111,0,0,1,1
2013,23,2013-09-01,"13:10:00","QLD","Carrara","Gold Coast","Greater Western Sydney",146,63,0,0,1,83
2013,23,2013-08-31,"16:10:00","SA","Football Park","Port Adelaide","Carlton",103,104,0,0,0,-1
2013,23,2013-08-31,"13:45:00","VIC","Docklands","St Kilda","Fremantle",112,41,0,0,1,71
2013,23,2013-08-30,"19:50:00","NSW","Stadium Australia","Sydney","Hawthorn",100,112,0,0,0,-12
2013,23,2013-08-31,"18:10:00","WA","Subiaco","West Coast","Adelaide",43,129,0,0,0,-86
2013,23,2013-09-01,"16:40:00","VIC","Docklands","Western Bulldogs","Melbourne",107,87,0,0,1,20
2013,24,2013-09-07,"19:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",63,87,0,2,0,-24
2013,24,2013-09-07,"14:20:00","VIC","GMHBA Stadium","Geelong","Fremantle",72,87,0,3,0,-15
2013,24,2013-09-06,"19:50:00","VIC","M.C.G.","Hawthorn","Sydney",105,51,0,3,1,54
2013,24,2013-09-08,"15:20:00","VIC","M.C.G.","Richmond","Carlton",96,116,0,2,0,-20
2013,25,2013-09-13,"19:50:00","VIC","M.C.G.","Geelong","Port Adelaide",96,80,0,4,1,16
2013,25,2013-09-14,"19:45:00","NSW","Stadium Australia","Sydney","Carlton",86,62,0,4,1,24
2013,26,2013-09-21,"17:45:00","WA","Subiaco","Fremantle","Sydney",99,74,0,5,1,25
2013,26,2013-09-20,"19:50:00","VIC","M.C.G.","Hawthorn","Geelong",102,97,0,5,1,5
2013,27,2013-09-28,"14:30:00","VIC","M.C.G.","Hawthorn","Fremantle",77,62,1,6,1,15
2014,1,2014-03-16,"19:40:00","VIC","Docklands","Carlton","Port Adelaide",87,120,0,0,0,-33
2014,1,2014-03-14,"19:50:00","VIC","Docklands","Collingwood","Fremantle",46,116,0,0,0,-70
2014,1,2014-03-20,"19:10:00","VIC","GMHBA Stadium","Geelong","Adelaide",119,81,0,0,1,38
2014,1,2014-03-15,"18:55:00","QLD","Carrara","Gold Coast","Richmond",87,69,0,0,1,18
2014,1,2014-03-15,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",99,67,0,0,1,32
2014,1,2014-03-22,"16:40:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",139,91,0,0,1,48
2014,1,2014-03-21,"19:50:00","VIC","Docklands","North Melbourne","Essendon",60,99,0,0,0,-39
2014,1,2014-03-22,"19:40:00","VIC","Docklands","St Kilda","Melbourne",68,51,0,0,1,17
2014,1,2014-03-23,"16:40:00","WA","Subiaco","West Coast","Western Bulldogs",134,69,0,0,1,65
2014,2,2014-03-30,"12:10:00","QLD","Gabba","Brisbane Lions","Geelong",68,93,0,0,0,-25
2014,2,2014-03-28,"19:50:00","VIC","Docklands","Essendon","Hawthorn",86,90,0,0,0,-4
2014,2,2014-03-29,"16:40:00","WA","Subiaco","Fremantle","Gold Coast",87,39,0,0,1,48
2014,2,2014-03-30,"15:20:00","VIC","M.C.G.","Melbourne","West Coast",30,123,0,0,0,-93
2014,2,2014-03-29,"16:15:00","SA","Adelaide Oval","Port Adelaide","Adelaide",127,73,0,0,1,54
2014,2,2014-03-27,"19:45:00","VIC","M.C.G.","Richmond","Carlton",98,86,0,0,1,12
2014,2,2014-03-29,"13:40:00","VIC","Docklands","St Kilda","Greater Western Sydney",95,88,0,0,1,7
2014,2,2014-03-29,"19:40:00","NSW","Stadium Australia","Sydney","Collingwood",69,89,0,0,0,-20
2014,2,2014-03-30,"16:40:00","VIC","Docklands","Western Bulldogs","North Melbourne",54,83,0,0,0,-29
2014,3,2014-04-05,"13:40:00","SA","Adelaide Oval","Adelaide","Sydney",71,134,0,0,0,-63
2014,3,2014-04-05,"19:40:00","VIC","M.C.G.","Collingwood","Geelong",76,87,0,0,0,-11
2014,3,2014-04-06,"19:10:00","VIC","M.C.G.","Essendon","Carlton",138,57,0,0,1,81
2014,3,2014-04-05,"15:40:00","QLD","Carrara","Gold Coast","Brisbane Lions",114,61,0,0,1,53
2014,3,2014-04-06,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","Melbourne",79,47,0,0,1,32
2014,3,2014-04-04,"19:50:00","VIC","M.C.G.","Hawthorn","Fremantle",137,79,0,0,1,58
2014,3,2014-04-06,"16:10:00","VIC","Docklands","North Melbourne","Port Adelaide",97,90,0,0,1,7
2014,3,2014-04-05,"16:40:00","WA","Subiaco","West Coast","St Kilda",83,58,0,0,1,25
2014,3,2014-04-05,"13:45:00","VIC","Docklands","Western Bulldogs","Richmond",100,98,0,0,1,2
2014,4,2014-04-12,"13:45:00","VIC","M.C.G.","Carlton","Melbourne",58,81,0,0,0,-23
2014,4,2014-04-13,"14:40:00","WA","Subiaco","Fremantle","Essendon",113,60,0,0,1,53
2014,4,2014-04-12,"19:40:00","VIC","GMHBA Stadium","Geelong","West Coast",107,32,0,0,1,75
2014,4,2014-04-12,"19:40:00","QLD","Carrara","Gold Coast","Hawthorn",49,148,0,0,0,-99
2014,4,2014-04-12,"16:40:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",83,110,0,0,0,-27
2014,4,2014-04-12,"13:40:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",159,46,0,0,1,113
2014,4,2014-04-11,"19:50:00","VIC","M.C.G.","Richmond","Collingwood",72,110,0,0,0,-38
2014,4,2014-04-13,"15:20:00","VIC","Docklands","St Kilda","Adelaide",50,136,0,0,0,-86
2014,4,2014-04-13,"13:10:00","NSW","S.C.G.","Sydney","North Melbourne",48,91,0,0,0,-43
2014,5,2014-04-20,"12:40:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",137,72,0,0,1,65
2014,5,2014-04-17,"19:50:00","QLD","Gabba","Brisbane Lions","Richmond",63,106,0,0,0,-43
2014,5,2014-04-19,"13:40:00","VIC","M.C.G.","Collingwood","North Melbourne",93,58,0,0,1,35
2014,5,2014-04-19,"19:40:00","VIC","Docklands","Essendon","St Kilda",65,81,0,0,0,-16
2014,5,2014-04-21,"15:20:00","VIC","M.C.G.","Geelong","Hawthorn",106,87,0,0,1,19
2014,5,2014-04-20,"15:20:00","VIC","M.C.G.","Melbourne","Gold Coast",78,86,0,0,0,-8
2014,5,2014-04-19,"16:40:00","NSW","S.C.G.","Sydney","Fremantle",92,75,0,0,1,17
2014,5,2014-04-19,"17:40:00","WA","Subiaco","West Coast","Port Adelaide",56,70,0,0,0,-14
2014,5,2014-04-20,"16:40:00","VIC","Docklands","Western Bulldogs","Carlton",91,119,0,0,0,-28
2014,6,2014-04-26,"16:40:00","VIC","Docklands","Carlton","West Coast",92,89,0,0,1,3
2014,6,2014-04-25,"14:40:00","VIC","M.C.G.","Collingwood","Essendon",83,60,0,0,1,23
2014,6,2014-04-25,"18:45:00","WA","Subiaco","Fremantle","North Melbourne",61,74,0,0,0,-13
2014,6,2014-04-26,"13:40:00","QLD","Carrara","Gold Coast","Greater Western Sydney",134,94,0,0,1,40
2014,6,2014-04-26,"19:40:00","VIC","M.C.G.","Melbourne","Sydney",38,69,0,0,0,-31
2014,6,2014-04-27,"16:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",107,67,0,0,1,40
2014,6,2014-04-27,"15:20:00","VIC","M.C.G.","Richmond","Hawthorn",52,118,0,0,0,-66
2014,6,2014-04-25,"19:45:00","NZL","Wellington","St Kilda","Brisbane Lions",79,82,0,0,0,-3
2014,6,2014-04-27,"13:10:00","VIC","Docklands","Western Bulldogs","Adelaide",83,92,0,0,0,-9
2014,7,2014-05-03,"16:10:00","SA","Adelaide Oval","Adelaide","Melbourne",67,70,0,0,0,-3
2014,7,2014-05-03,"19:40:00","QLD","Gabba","Brisbane Lions","Sydney",44,123,0,0,0,-79
2014,7,2014-05-02,"19:50:00","VIC","M.C.G.","Carlton","Collingwood",70,104,0,0,0,-34
2014,7,2014-05-03,"19:40:00","VIC","Docklands","Essendon","Western Bulldogs",73,65,0,0,1,8
2014,7,2014-05-04,"15:20:00","VIC","M.C.G.","Geelong","Richmond",81,76,0,0,1,5
2014,7,2014-05-03,"14:10:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Port Adelaide",97,132,0,0,0,-35
2014,7,2014-05-03,"13:45:00","VIC","M.C.G.","Hawthorn","St Kilda",175,30,0,0,1,145
2014,7,2014-05-04,"13:10:00","VIC","Docklands","North Melbourne","Gold Coast",77,120,0,0,0,-43
2014,7,2014-05-04,"14:40:00","WA","Subiaco","West Coast","Fremantle",54,73,0,0,0,-19
2014,8,2014-05-10,"16:40:00","QLD","Gabba","Brisbane Lions","Essendon",57,65,0,0,0,-8
2014,8,2014-05-10,"19:40:00","VIC","M.C.G.","Melbourne","Western Bulldogs",83,99,0,0,0,-16
2014,8,2014-05-10,"13:10:00","SA","Adelaide Oval","Port Adelaide","Fremantle",94,76,0,0,1,18
2014,8,2014-05-12,"19:20:00","VIC","Docklands","St Kilda","Carlton",69,101,0,0,0,-32
2014,8,2014-05-09,"19:50:00","NSW","Stadium Australia","Sydney","Hawthorn",107,88,0,0,1,19
2014,8,2014-05-11,"14:40:00","WA","Subiaco","West Coast","Greater Western Sydney",188,77,0,0,1,111
2014,9,2014-05-15,"19:20:00","SA","Adelaide Oval","Adelaide","Collingwood",76,55,0,0,1,21
2014,9,2014-05-16,"19:50:00","VIC","Docklands","Essendon","Sydney",64,114,0,0,0,-50
2014,9,2014-05-17,"17:40:00","WA","Subiaco","Fremantle","Geelong",96,64,0,0,1,32
2014,9,2014-05-17,"16:40:00","VIC","Docklands","North Melbourne","Brisbane Lions",125,38,0,0,1,87
2014,9,2014-05-17,"13:40:00","VIC","M.C.G.","Richmond","Melbourne",74,91,0,0,0,-17
2014,9,2014-05-18,"16:40:00","VIC","Docklands","St Kilda","Gold Coast",87,125,0,0,0,-38
2014,10,2014-05-25,"16:40:00","VIC","M.C.G.","Carlton","Adelaide",81,76,0,0,1,5
2014,10,2014-05-24,"16:40:00","VIC","M.C.G.","Collingwood","West Coast",109,101,0,0,1,8
2014,10,2014-05-23,"19:50:00","VIC","GMHBA Stadium","Geelong","North Melbourne",111,91,0,0,1,20
2014,10,2014-05-25,"15:20:00","QLD","Carrara","Gold Coast","Western Bulldogs",119,74,0,0,1,45
2014,10,2014-05-24,"13:40:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",41,154,0,0,0,-113
2014,10,2014-05-24,"19:10:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",100,86,0,0,1,14
2014,11,2014-06-01,"12:40:00","SA","Adelaide Oval","Adelaide","Gold Coast",109,77,0,0,1,32
2014,11,2014-05-31,"16:40:00","QLD","Gabba","Brisbane Lions","Carlton",98,91,0,0,1,7
